"","Date","New Zealand Emissions Trading System","European Union Emissions Trading System","Korean Emissions Trading System","United Kingdom Emissions Trading Scheme","China National Emissions Trading System","Hubei (Pilot) Emissions Trading System"
"1073",2014-03-06,"3.05","6.79",NA,NA,NA,NA
"1074",2014-03-07,"3.05","6.91",NA,NA,NA,NA
"1075",2014-03-10,"3.05","6.89",NA,NA,NA,NA
"1076",2014-03-11,"3.05","6.82",NA,NA,NA,NA
"1077",2014-03-12,"2.9","6.49",NA,NA,NA,NA
"1078",2014-03-13,"2.87","6.42",NA,NA,NA,NA
"1079",2014-03-14,"3","6.3",NA,NA,NA,NA
"1080",2014-03-17,"3","5.88",NA,NA,NA,NA
"1081",2014-03-18,"3.02","5.78",NA,NA,NA,NA
"1082",2014-03-19,"3.02","5.96",NA,NA,NA,NA
"1083",2014-03-20,"3.05","6",NA,NA,NA,NA
"1084",2014-03-21,"3.07","6.17",NA,NA,NA,NA
"1085",2014-03-24,"3.07","5.85",NA,NA,NA,NA
"1086",2014-03-25,"3.07","5.85",NA,NA,NA,NA
"1087",2014-03-26,"3.06","5.79",NA,NA,NA,NA
"1088",2014-03-27,"3.06","5.24",NA,NA,NA,NA
"1089",2014-03-28,"3.1","4.35",NA,NA,NA,NA
"1090",2014-03-31,"3.1","4.63",NA,NA,NA,NA
"1091",2014-04-01,"3.07","5.04",NA,NA,NA,NA
"1092",2014-04-02,"3.06","4.82",NA,NA,NA,"21"
"1093",2014-04-03,"3.07","4.82",NA,NA,NA,"24.2"
"1094",2014-04-04,"3.07","4.69",NA,NA,NA,"26.61"
"1095",2014-04-07,"3.07","4.97",NA,NA,NA,NA
"1096",2014-04-08,"3.06","4.86",NA,NA,NA,"26.56"
"1097",2014-04-09,"3.06","4.92",NA,NA,NA,"25.07"
"1098",2014-04-10,"3.07","5.08",NA,NA,NA,"24.74"
"1099",2014-04-11,"3.05","5.23",NA,NA,NA,"24.8"
"1100",2014-04-14,"3.05","5.25",NA,NA,NA,"24.46"
"1101",2014-04-15,"3.06","5.55",NA,NA,NA,"25.33"
"1102",2014-04-16,"3.05","5.42",NA,NA,NA,"25.15"
"1103",2014-04-17,"3.07","5.53",NA,NA,NA,"24.73"
"1104",2014-04-18,NA,NA,NA,NA,NA,"25.07"
"1105",2014-04-21,NA,NA,NA,NA,NA,"24.85"
"1106",2014-04-22,"3.05","5.66",NA,NA,NA,"24.76"
"1107",2014-04-23,"3.07","5.67",NA,NA,NA,"24.43"
"1108",2014-04-24,"3.07","5.71",NA,NA,NA,"24.11"
"1109",2014-04-25,NA,"5.06",NA,NA,NA,"24.29"
"1110",2014-04-28,"3.09","5.19",NA,NA,NA,"24.49"
"1111",2014-04-29,"3","5.42",NA,NA,NA,"24.25"
"1112",2014-04-30,"3.02","5.4",NA,NA,NA,"24.36"
"1113",2014-05-01,"3.02",NA,NA,NA,NA,NA
"1114",2014-05-02,"3.05","5.17",NA,NA,NA,NA
"1115",2014-05-05,"3.05","5.22",NA,NA,NA,"24.19"
"1116",2014-05-06,"3.05","5.22",NA,NA,NA,"23.83"
"1117",2014-05-07,"3.05","5.12",NA,NA,NA,"23.77"
"1118",2014-05-08,"3.11","5.13",NA,NA,NA,"23.73"
"1119",2014-05-09,"3.11","5.24",NA,NA,NA,"23.73"
"1120",2014-05-12,"3.12","5.3",NA,NA,NA,"23.62"
"1121",2014-05-13,"3.16","5.28",NA,NA,NA,"23.6"
"1122",2014-05-14,"3.15","5.11",NA,NA,NA,"23.72"
"1123",2014-05-15,"3.09","4.77",NA,NA,NA,"24.01"
"1124",2014-05-16,"3.9","4.79",NA,NA,NA,"23.96"
"1125",2014-05-19,"4.15","4.7",NA,NA,NA,"23.95"
"1126",2014-05-20,"4.2","4.84",NA,NA,NA,"24.03"
"1127",2014-05-21,"4.1","5.12",NA,NA,NA,"23.81"
"1128",2014-05-22,"4.3","5.16",NA,NA,NA,"24.31"
"1129",2014-05-23,"4.4","5.11",NA,NA,NA,"23.9"
"1130",2014-05-26,"4.6","5.1",NA,NA,NA,"23.89"
"1131",2014-05-27,"4.65","5.16",NA,NA,NA,"23.89"
"1132",2014-05-28,"5.2","5.18",NA,NA,NA,"23.89"
"1133",2014-05-29,"5.15","5.21",NA,NA,NA,"23.71"
"1134",2014-05-30,"5","5.09",NA,NA,NA,"23.91"
"1135",2014-06-02,NA,"5.15",NA,NA,NA,NA
"1136",2014-06-03,"5","5.42",NA,NA,NA,"23.93"
"1137",2014-06-04,"5","5.39",NA,NA,NA,"23.98"
"1138",2014-06-05,"5.05","5.51",NA,NA,NA,"23.94"
"1139",2014-06-06,"4.92","5.45",NA,NA,NA,"23.62"
"1140",2014-06-09,"4.9","5.51",NA,NA,NA,"23.73"
"1141",2014-06-10,"4.9","5.48",NA,NA,NA,"23.68"
"1142",2014-06-11,"4.9","5.35",NA,NA,NA,"23.64"
"1143",2014-06-12,"4.7","5.54",NA,NA,NA,"23.52"
"1144",2014-06-13,"4.7","5.65",NA,NA,NA,"23.39"
"1145",2014-06-16,"4.7","5.64",NA,NA,NA,"23.39"
"1146",2014-06-17,"4.1","5.71",NA,NA,NA,"22.86"
"1147",2014-06-18,"4.2","5.66",NA,NA,NA,"22.89"
"1148",2014-06-19,"4.2","5.52",NA,NA,NA,"22.92"
"1149",2014-06-20,"4.2","5.65",NA,NA,NA,"22.92"
"1150",2014-06-23,"4.15","5.78",NA,NA,NA,"22.91"
"1151",2014-06-24,"4.15","5.75",NA,NA,NA,"23.11"
"1152",2014-06-25,"4.2","5.71",NA,NA,NA,"23.05"
"1153",2014-06-26,"4.2","5.71",NA,NA,NA,"22.73"
"1154",2014-06-27,"4.2","5.78",NA,NA,NA,"22.62"
"1155",2014-06-30,"4.2","5.81",NA,NA,NA,"22.74"
"1156",2014-07-01,"4.2","5.98",NA,NA,NA,"22.78"
"1157",2014-07-02,"4.2","6.07",NA,NA,NA,"22.91"
"1158",2014-07-03,"4.2","5.97",NA,NA,NA,"22.88"
"1159",2014-07-04,"4.2","5.63",NA,NA,NA,"22.76"
"1160",2014-07-07,"4.15","5.52",NA,NA,NA,"22.95"
"1161",2014-07-08,"4.15","5.72",NA,NA,NA,"23.22"
"1162",2014-07-09,"4.15","5.78",NA,NA,NA,"23.25"
"1163",2014-07-10,"4.15","5.68",NA,NA,NA,"23.28"
"1164",2014-07-11,"4.15","5.72",NA,NA,NA,"23.64"
"1165",2014-07-14,"4.1","5.87",NA,NA,NA,"24.01"
"1166",2014-07-15,"4.07","5.86",NA,NA,NA,"24.14"
"1167",2014-07-16,"4.02","6.01",NA,NA,NA,"24.01"
"1168",2014-07-17,"4","6.13",NA,NA,NA,"23.95"
"1169",2014-07-18,"3.95","5.98",NA,NA,NA,"23.9"
"1170",2014-07-21,"4","6.03",NA,NA,NA,"23.54"
"1171",2014-07-22,"4","6.13",NA,NA,NA,"23.62"
"1172",2014-07-23,"3.97","6.15",NA,NA,NA,"23.53"
"1173",2014-07-24,"3.95","6.02",NA,NA,NA,"21.31"
"1174",2014-07-25,"4","6.13",NA,NA,NA,"22.78"
"1175",2014-07-28,"4","6.17",NA,NA,NA,"22.74"
"1176",2014-07-29,"3.97","6.01",NA,NA,NA,"23.87"
"1177",2014-07-30,"3.97","6.1",NA,NA,NA,"23.5"
"1178",2014-07-31,"3.9","6.19",NA,NA,NA,"23.6"
"1179",2014-08-01,"3.95","6.26",NA,NA,NA,"23.43"
"1180",2014-08-04,"3.95","6.24",NA,NA,NA,"23.08"
"1181",2014-08-05,"3.95","6.18",NA,NA,NA,"23.11"
"1182",2014-08-06,"3.95","6.19",NA,NA,NA,"23.06"
"1183",2014-08-07,"3.95","5.94",NA,NA,NA,"22.47"
"1184",2014-08-08,"3.95","5.93",NA,NA,NA,"23.04"
"1185",2014-08-11,"3.95","6.06",NA,NA,NA,"23.01"
"1186",2014-08-12,"3.95","6.04",NA,NA,NA,"22.54"
"1187",2014-08-13,"3.9","6.17",NA,NA,NA,"22.77"
"1188",2014-08-14,"3.85","6.14",NA,NA,NA,"22.59"
"1189",2014-08-15,"3.85","6.36",NA,NA,NA,"22.82"
"1190",2014-08-18,"3.85","6.34",NA,NA,NA,"22.55"
"1191",2014-08-19,"3.85","6.42",NA,NA,NA,"22.56"
"1192",2014-08-20,"3.85","6.38",NA,NA,NA,"22.62"
"1193",2014-08-21,"3.8","6.32",NA,NA,NA,"22.91"
"1194",2014-08-22,"3.8","6.34",NA,NA,NA,"22.3"
"1195",2014-08-25,"3.8","6.31",NA,NA,NA,"22.68"
"1196",2014-08-26,"3.9","6.3",NA,NA,NA,"22.96"
"1197",2014-08-27,"4","6.35",NA,NA,NA,"22.59"
"1198",2014-08-28,"4","6.43",NA,NA,NA,"23.13"
"1199",2014-08-29,"4.25","6.38",NA,NA,NA,"23.64"
"1200",2014-09-01,"4.25","6.38",NA,NA,NA,"23.78"
"1201",2014-09-02,"4.35","6.38",NA,NA,NA,"23.73"
"1202",2014-09-03,"4.35","6.32",NA,NA,NA,"23.87"
"1203",2014-09-04,"4.35","6.1",NA,NA,NA,"23.84"
"1204",2014-09-05,"4.35","6.22",NA,NA,NA,"23.95"
"1205",2014-09-08,"4.35","6.27",NA,NA,NA,NA
"1206",2014-09-09,"4.45","6.12",NA,NA,NA,"23.88"
"1207",2014-09-10,"4.5","6.07",NA,NA,NA,"24"
"1208",2014-09-11,"4.5","6.1",NA,NA,NA,"24.1"
"1209",2014-09-12,"4.5","6.03",NA,NA,NA,"24.18"
"1210",2014-09-15,"4.5","5.92",NA,NA,NA,"24.01"
"1211",2014-09-16,"4.45","5.79",NA,NA,NA,"24.28"
"1212",2014-09-17,"4.5","5.88",NA,NA,NA,"24.26"
"1213",2014-09-18,"4.45","5.98",NA,NA,NA,"24.21"
"1214",2014-09-19,"4.45","6.01",NA,NA,NA,"24.49"
"1215",2014-09-22,"4.45","6",NA,NA,NA,"24.48"
"1216",2014-09-23,"4.42","5.66",NA,NA,NA,"24.51"
"1217",2014-09-24,"4.42","5.81",NA,NA,NA,"24.49"
"1218",2014-09-25,"4.42","5.79",NA,NA,NA,"24.46"
"1219",2014-09-26,"4.42","5.91",NA,NA,NA,"24.55"
"1220",2014-09-29,"4.42","5.76",NA,NA,NA,"24.84"
"1221",2014-09-30,"4.3","5.82",NA,NA,NA,"24.99"
"1222",2014-10-01,"4.37","5.79",NA,NA,NA,NA
"1223",2014-10-02,"4.35","5.66",NA,NA,NA,NA
"1224",2014-10-03,"4.35","5.64",NA,NA,NA,NA
"1225",2014-10-06,"4.35","5.64",NA,NA,NA,NA
"1226",2014-10-07,"4.35","5.7",NA,NA,NA,NA
"1227",2014-10-08,"4.35","6.04",NA,NA,NA,"25.1"
"1228",2014-10-09,"4.4","6.1",NA,NA,NA,"25.31"
"1229",2014-10-10,"4.4","6.02",NA,NA,NA,"25.79"
"1230",2014-10-13,"4.42","6.04",NA,NA,NA,"25.49"
"1231",2014-10-14,"4.4","6.07",NA,NA,NA,"25.83"
"1232",2014-10-15,"4.45","6.14",NA,NA,NA,"25.78"
"1233",2014-10-16,"4.4","6.19",NA,NA,NA,"25.62"
"1234",2014-10-17,"4.35","6.12",NA,NA,NA,"25.52"
"1235",2014-10-20,"4.3","6.1",NA,NA,NA,"25.73"
"1236",2014-10-21,"4.4","6.16",NA,NA,NA,"25.62"
"1237",2014-10-22,"4.4","6.21",NA,NA,NA,"24.6"
"1238",2014-10-23,"4.42","6.32",NA,NA,NA,"25.08"
"1239",2014-10-24,"4.42","6.38",NA,NA,NA,"24.96"
"1240",2014-10-27,NA,"6.29",NA,NA,NA,"25.15"
"1241",2014-10-28,NA,"6.17",NA,NA,NA,"25.07"
"1242",2014-10-29,"4.35","6.4",NA,NA,NA,"25.14"
"1243",2014-10-30,"4.3","6.4",NA,NA,NA,"25.06"
"1244",2014-10-31,"4.35","6.33",NA,NA,NA,"25.09"
"1245",2014-11-03,"4.4","6.55",NA,NA,NA,"25.52"
"1246",2014-11-04,"4.35","6.47",NA,NA,NA,"25.28"
"1247",2014-11-05,"4.37","6.63",NA,NA,NA,"25.29"
"1248",2014-11-06,"4.37","6.63",NA,NA,NA,"25.1"
"1249",2014-11-07,"4.35","6.73",NA,NA,NA,"24.93"
"1250",2014-11-10,"4.37","6.7",NA,NA,NA,"25"
"1251",2014-11-11,"4.37","6.79",NA,NA,NA,NA
"1252",2014-11-12,"4.25","6.83",NA,NA,NA,"24.33"
"1253",2014-11-13,"4.25","6.78",NA,NA,NA,"24.73"
"1254",2014-11-14,"4.35","6.61",NA,NA,NA,"24.32"
"1255",2014-11-17,"4.4","6.88",NA,NA,NA,"24.43"
"1256",2014-11-18,"4.35","7.02",NA,NA,NA,"24.45"
"1257",2014-11-19,"4.32","7.03",NA,NA,NA,"24.3"
"1258",2014-11-20,"4.32","6.95",NA,NA,NA,"24.4"
"1259",2014-11-21,"4.32","6.98",NA,NA,NA,"24.13"
"1260",2014-11-24,"4.27","7.05",NA,NA,NA,"24.15"
"1261",2014-11-25,"4.27","7.12",NA,NA,NA,"24"
"1262",2014-11-26,"4.27","7.17",NA,NA,NA,"24.16"
"1263",2014-11-27,"4.32","7.09",NA,NA,NA,"24.22"
"1264",2014-11-28,"4.4","7.03",NA,NA,NA,"24.23"
"1265",2014-12-01,"4.4","7.07",NA,NA,NA,"24.26"
"1266",2014-12-02,"4.85","6.86",NA,NA,NA,"24.21"
"1267",2014-12-03,"4.9","6.9",NA,NA,NA,"24.21"
"1268",2014-12-04,"4.95","6.84",NA,NA,NA,"24.36"
"1269",2014-12-05,"4.95","6.66",NA,NA,NA,"24.22"
"1270",2014-12-08,"4.95","6.67",NA,NA,NA,"23.84"
"1271",2014-12-09,"5.6","6.74",NA,NA,NA,"24.39"
"1272",2014-12-10,"5.25","6.54",NA,NA,NA,"24.29"
"1273",2014-12-11,"5.5","6.71",NA,NA,NA,"24.29"
"1274",2014-12-12,"5.4","6.66",NA,NA,NA,"24.31"
"1275",2014-12-15,"5.4","6.87",NA,NA,NA,"24.29"
"1276",2014-12-16,"5.5","6.89",NA,NA,NA,"24.15"
"1277",2014-12-17,"5.4","6.97",NA,NA,NA,"24.31"
"1278",2014-12-18,"5.55","7.03",NA,NA,NA,"24.02"
"1279",2014-12-19,"5.55","7.05",NA,NA,NA,"24.09"
"1280",2014-12-22,"5.6","7.09",NA,NA,NA,"24.14"
"1281",2014-12-23,"5.75","7.24",NA,NA,NA,"24.12"
"1282",2014-12-24,"5.75",NA,NA,NA,NA,"24.07"
"1283",2014-12-25,NA,NA,NA,NA,NA,"24.09"
"1284",2014-12-26,NA,NA,NA,NA,NA,"24.03"
"1285",2014-12-29,"6.25","7.24",NA,NA,NA,"24.15"
"1286",2014-12-30,"6.4","7.2",NA,NA,NA,"24.08"
"1287",2014-12-31,"6.4",NA,NA,NA,NA,"24.01"
"1288",2015-01-02,NA,"7.01",NA,NA,NA,NA
"1289",2015-01-05,"6","6.91",NA,NA,NA,"24.06"
"1290",2015-01-06,"6.07","6.78",NA,NA,NA,"24.21"
"1291",2015-01-07,"6","6.77",NA,NA,NA,"24.08"
"1292",2015-01-08,"6.1","6.81",NA,NA,NA,"24.25"
"1293",2015-01-09,"6.1","6.71",NA,NA,NA,"24.18"
"1294",2015-01-12,"5.97","6.71","8640",NA,NA,"24.12"
"1295",2015-01-13,"6","7.29","9500",NA,NA,"24.19"
"1296",2015-01-14,"6.15","7.17","9510",NA,NA,"24.11"
"1297",2015-01-15,"6","7.14","9580",NA,NA,"24.11"
"1298",2015-01-16,"6.05","7.13","9610",NA,NA,"24.04"
"1299",2015-01-19,NA,"7.22","9860",NA,NA,"23.96"
"1300",2015-01-20,"6","7.17","9890",NA,NA,"24.04"
"1301",2015-01-21,"6","7.3","9910",NA,NA,"24.1"
"1302",2015-01-22,"6","6.79","9920",NA,NA,"23.8"
"1303",2015-01-23,"6","6.8","9920",NA,NA,"24.1"
"1304",2015-01-26,NA,"6.85","9930",NA,NA,"24.07"
"1305",2015-01-27,"5.95","6.83","9930",NA,NA,"24.09"
"1306",2015-01-28,"6","6.95","9930",NA,NA,"24.08"
"1307",2015-01-29,"6.05","7.06","9960",NA,NA,"23.78"
"1308",2015-01-30,"5.95","7.08","9960",NA,NA,"24.4"
"1309",2015-02-02,"6.1","7.12","9960",NA,NA,"24.19"
"1310",2015-02-03,"6.1","7.07","9960",NA,NA,"24.16"
"1311",2015-02-04,NA,"6.91","9960",NA,NA,"24.2"
"1312",2015-02-05,"6.02","7","9960",NA,NA,"24.1"
"1313",2015-02-06,NA,"6.95","9970",NA,NA,"24.1"
"1314",2015-02-09,"5.9","6.92","9970",NA,NA,"24.03"
"1315",2015-02-10,"5.92","7.08","10000",NA,NA,"24.07"
"1316",2015-02-11,"5.95","7.22","10000",NA,NA,"24.11"
"1317",2015-02-12,"6","7.4","10000",NA,NA,"24.12"
"1318",2015-02-13,"6","7.63","10000",NA,NA,"24.13"
"1319",2015-02-16,"5.95","7.66","10000",NA,NA,"23.84"
"1320",2015-02-17,"5.95","7.48","10000",NA,NA,"21.44"
"1321",2015-02-18,"5.97","7.5",NA,NA,NA,NA
"1322",2015-02-19,"5.97","7.34",NA,NA,NA,NA
"1323",2015-02-20,"5.97","7.31",NA,NA,NA,NA
"1324",2015-02-23,"5.97","7.67","10100",NA,NA,NA
"1325",2015-02-24,"5.85","7.44","10100",NA,NA,NA
"1326",2015-02-25,"5.86","7.39","10100",NA,NA,NA
"1327",2015-02-26,"5.9","7.07","10100",NA,NA,NA
"1328",2015-02-27,"5.9","7.08","10100",NA,NA,NA
"1329",2015-03-02,"6.05","6.95","10100",NA,NA,"23.58"
"1330",2015-03-03,"6.15","6.74","10100",NA,NA,"23.58"
"1331",2015-03-04,"6.25","6.99","10100",NA,NA,"23.34"
"1332",2015-03-05,"6.1","6.75","10100",NA,NA,"23.02"
"1333",2015-03-06,"6.1","6.81","10100",NA,NA,"24.79"
"1334",2015-03-09,"6.17","6.69","10100",NA,NA,"24.65"
"1335",2015-03-10,"6.25","6.8","10100",NA,NA,"24.91"
"1336",2015-03-11,"6.35","6.75","10100",NA,NA,"23.71"
"1337",2015-03-12,"6.4","6.42","10100",NA,NA,"24.52"
"1338",2015-03-13,"6.45","6.49","10100",NA,NA,"26.52"
"1339",2015-03-16,"6.45","6.48","10100",NA,NA,"25.98"
"1340",2015-03-17,"6.45","6.74","10100",NA,NA,"26.57"
"1341",2015-03-18,"6.45","6.74","10100",NA,NA,"26.06"
"1342",2015-03-19,"6.55","6.68","10100",NA,NA,"25.84"
"1343",2015-03-20,"6.55","7.01","10100",NA,NA,"25.93"
"1344",2015-03-23,"6.5","7.04","10100",NA,NA,"26.02"
"1345",2015-03-24,"6.45","7.05","10100",NA,NA,"26.14"
"1346",2015-03-25,"6.55","6.96","10100",NA,NA,"25.9"
"1347",2015-03-26,"6.5","6.95","10100",NA,NA,"24.5"
"1348",2015-03-27,"6.6","6.79","10100",NA,NA,"23.35"
"1349",2015-03-30,"6.57","6.88","10100",NA,NA,"22.14"
"1350",2015-03-31,"6.6","6.91","10100",NA,NA,"25.83"
"1351",2015-04-01,"6.6","7.15","10100",NA,NA,"25.71"
"1352",2015-04-02,"6.7","7.15","10100",NA,NA,"24.94"
"1353",2015-04-03,NA,NA,"10100",NA,NA,"24.86"
"1354",2015-04-06,NA,NA,"10100",NA,NA,NA
"1355",2015-04-07,"6.7","7.1","10100",NA,NA,"23.73"
"1356",2015-04-08,"6.52","7.12","10100",NA,NA,"23.74"
"1357",2015-04-09,"6.55","7.02","10100",NA,NA,"25.05"
"1358",2015-04-10,"6.55","6.98","10100",NA,NA,"25.86"
"1359",2015-04-13,"6.6","6.8","10100",NA,NA,"25.28"
"1360",2015-04-14,"6.55","6.8","10100",NA,NA,"25.39"
"1361",2015-04-15,"6.55","6.86","10100",NA,NA,"25.28"
"1362",2015-04-16,"6.5","6.89","10100",NA,NA,"24.86"
"1363",2015-04-17,"6.3","6.82","10100",NA,NA,"24.73"
"1364",2015-04-20,"6.27","7.12","10250",NA,NA,"25.52"
"1365",2015-04-21,"6.1","7.08","10250",NA,NA,"25.48"
"1366",2015-04-22,"6.17","7.1","10250",NA,NA,"25.38"
"1367",2015-04-23,"6.15","7.26","10300",NA,NA,"25.29"
"1368",2015-04-24,"6.15","7.28","10300",NA,NA,"24.65"
"1369",2015-04-27,NA,"7.18","10300",NA,NA,"25.13"
"1370",2015-04-28,"6.05","7.35","10300",NA,NA,"25.43"
"1371",2015-04-29,"6","7.47","10300",NA,NA,"23.56"
"1372",2015-04-30,"6.05","7.39","10300",NA,NA,"24.76"
"1373",2015-05-01,"6.07",NA,NA,NA,NA,NA
"1374",2015-05-04,"6.07","7.61","10300",NA,NA,"25.97"
"1375",2015-05-05,"6.05","7.57",NA,NA,NA,"26.53"
"1376",2015-05-06,"6","7.54","10300",NA,NA,"27.22"
"1377",2015-05-07,"5.95","7.43","10300",NA,NA,"27.55"
"1378",2015-05-08,"5.95","7.54","10300",NA,NA,"27.35"
"1379",2015-05-11,"5.95","7.62","10300",NA,NA,"27.21"
"1380",2015-05-12,"5.75","7.63","10300",NA,NA,"26.95"
"1381",2015-05-13,"5.75","7.61","10300",NA,NA,"26.96"
"1382",2015-05-14,"5.72","7.56","10300",NA,NA,"25.54"
"1383",2015-05-15,"5.75","7.58","10300",NA,NA,"24.23"
"1384",2015-05-18,"5.5","7.6","10300",NA,NA,"25.81"
"1385",2015-05-19,"5.4","7.39","10300",NA,NA,"25.49"
"1386",2015-05-20,"5.2","7.35","10300",NA,NA,"25.24"
"1387",2015-05-21,"5.25","7.31","10300",NA,NA,"25.8"
"1388",2015-05-22,"5.15","7.28","10300",NA,NA,"26.19"
"1389",2015-05-25,"5.2",NA,NA,NA,NA,"26.28"
"1390",2015-05-26,"5.25","7.23","10300",NA,NA,"25.4"
"1391",2015-05-27,"5.25","7.18","10300",NA,NA,"25.53"
"1392",2015-05-28,"5.25","7.19","10300",NA,NA,"25.33"
"1393",2015-05-29,"5.25","7.31","10300",NA,NA,"24.96"
"1394",2015-06-01,NA,"7.24","10300",NA,NA,"25.12"
"1395",2015-06-02,"5.25","7.44","10300",NA,NA,"25.34"
"1396",2015-06-03,"5.15","7.49","10300",NA,NA,"25.48"
"1397",2015-06-04,"5.4","7.4","10300",NA,NA,"27.5"
"1398",2015-06-05,"5.4","7.41","10300",NA,NA,"25.78"
"1399",2015-06-08,"5.55","7.46","10300",NA,NA,"25.56"
"1400",2015-06-09,"5.55","7.57","10300",NA,NA,"25.76"
"1401",2015-06-10,"6.05","7.58","10300",NA,NA,NA
"1402",2015-06-11,"6.05","7.52","10300",NA,NA,"25.59"
"1403",2015-06-12,"6.7","7.59","10300",NA,NA,"25.4"
"1404",2015-06-15,"7.1","7.53","10300",NA,NA,"24.56"
"1405",2015-06-16,"7.05","7.42","10300",NA,NA,"25.34"
"1406",2015-06-17,"6.85","7.46","10300",NA,NA,"25.09"
"1407",2015-06-18,"6.8","7.45","10300",NA,NA,"25.37"
"1408",2015-06-19,"6.75","7.41","10300",NA,NA,"25.29"
"1409",2015-06-22,"6.85","7.48","10300",NA,NA,NA
"1410",2015-06-23,"6.8","7.49","10300",NA,NA,"25.2"
"1411",2015-06-24,"6.7","7.47","10300",NA,NA,"25.2"
"1412",2015-06-25,"6.7","7.57","10300",NA,NA,"25.2"
"1413",2015-06-26,"6.7","7.52","10300",NA,NA,"25.08"
"1414",2015-06-29,"6.65","7.36","10300",NA,NA,"24.99"
"1415",2015-06-30,"6.8","7.44","10300",NA,NA,"25.29"
"1416",2015-07-01,"6.8","7.47","10300",NA,NA,NA
"1417",2015-07-02,"6.8","7.43","10300",NA,NA,"25.21"
"1418",2015-07-03,"6.87","7.43","10300",NA,NA,"23.3"
"1419",2015-07-06,"6.87","7.36","10300",NA,NA,"23.35"
"1420",2015-07-07,"6.9","7.44","10300",NA,NA,"23.4"
"1421",2015-07-08,"6.9","7.47","10300",NA,NA,"24.82"
"1422",2015-07-09,"7","7.45","10300",NA,NA,"24.9"
"1423",2015-07-10,"7.05","7.58","10300",NA,NA,"25.16"
"1424",2015-07-13,"7.05","7.75","10300",NA,NA,"26.12"
"1425",2015-07-14,"7","7.7","10300",NA,NA,"28.01"
"1426",2015-07-15,"7","7.75","10300",NA,NA,"27.66"
"1427",2015-07-16,"7","7.64","10300",NA,NA,"27.54"
"1428",2015-07-17,"7","7.7","10300",NA,NA,"27.54"
"1429",2015-07-20,"6.8","7.96","10300",NA,NA,"27.61"
"1430",2015-07-21,"6.9","7.92","10300",NA,NA,"27.32"
"1431",2015-07-22,"7","7.93","10300",NA,NA,"26.72"
"1432",2015-07-23,"6.9","8.07","10300",NA,NA,"26.52"
"1433",2015-07-24,"6.9","7.98","10300",NA,NA,"25.47"
"1434",2015-07-27,"6.82","7.99","10300",NA,NA,"24.5"
"1435",2015-07-28,"6.85","7.99","10300",NA,NA,"23.56"
"1436",2015-07-29,"6.85","8.04","10300",NA,NA,"24.51"
"1437",2015-07-30,"6.85","7.87","10300",NA,NA,"24.71"
"1438",2015-07-31,"6.85","7.87","10300",NA,NA,"24.5"
"1439",2015-08-03,"6.85","7.93","10300",NA,NA,"22.56"
"1440",2015-08-04,"6.95","7.89","10300",NA,NA,"25"
"1441",2015-08-05,"6.95","7.81","10300",NA,NA,"21.6"
"1442",2015-08-06,"6.95","7.84","10300",NA,NA,"24.09"
"1443",2015-08-07,"6.95","7.76","10300",NA,NA,"25.47"
"1444",2015-08-10,"6.85","7.89","10300",NA,NA,"26.5"
"1445",2015-08-11,"6.8","8.07","10300",NA,NA,"25.96"
"1446",2015-08-12,"6.85","8.16","10300",NA,NA,"25.45"
"1447",2015-08-13,"6.9","8.17","10300",NA,NA,"25.2"
"1448",2015-08-14,"6.92","8.32",NA,NA,NA,"25.25"
"1449",2015-08-17,"6.9","8.23","10300",NA,NA,"23.96"
"1450",2015-08-18,"6.8","8.24","10300",NA,NA,"25.1"
"1451",2015-08-19,"6.9","8.3","10300",NA,NA,"25.1"
"1452",2015-08-20,"6.95","8.37","10300",NA,NA,"25.39"
"1453",2015-08-21,"6.9","8.19","10300",NA,NA,"25.63"
"1454",2015-08-24,"6.75","8.16","10300",NA,NA,"24.1"
"1455",2015-08-25,"6.8","8.22","10300",NA,NA,"24.6"
"1456",2015-08-26,"6.75","8.09","10300",NA,NA,"25"
"1457",2015-08-27,"6.75","8.04","10300",NA,NA,"25.99"
"1458",2015-08-28,"6.75","8.08","10300",NA,NA,"24.42"
"1459",2015-08-31,"6.8","8.04","10300",NA,NA,"24.49"
"1460",2015-09-01,"6.85","7.97","10300",NA,NA,"24.74"
"1461",2015-09-02,"6.85","8.09","10300",NA,NA,"24.7"
"1462",2015-09-03,"6.8","8.16","10300",NA,NA,NA
"1463",2015-09-04,"6.8","8.08","10300",NA,NA,NA
"1464",2015-09-07,"6.85","8.07","10300",NA,NA,"24.6"
"1465",2015-09-08,"6.8","8.22","10300",NA,NA,"24.6"
"1466",2015-09-09,"6.8","8.26","10300",NA,NA,"24.25"
"1467",2015-09-10,"6.77","8.28","10300",NA,NA,"24.53"
"1468",2015-09-11,"6.75","8.22","10300",NA,NA,"24.25"
"1469",2015-09-14,"6.85","8.21","10300",NA,NA,"24.8"
"1470",2015-09-15,"6.75","8.17","10300",NA,NA,"24.02"
"1471",2015-09-16,"6.75","8.22","10300",NA,NA,"23.73"
"1472",2015-09-17,"6.72","8.2","10300",NA,NA,"24.05"
"1473",2015-09-18,"6.7","8.1","10300",NA,NA,"23.78"
"1474",2015-09-21,"6.67","7.98","10300",NA,NA,"23.54"
"1475",2015-09-22,"6.57","8","10300",NA,NA,"23.4"
"1476",2015-09-23,"6.55","8.05","10300",NA,NA,"23.28"
